SE ID,seqnames,start,end,width,strand,ID,target SYMBOL,target ENSEMBL,target evidence,target main evidence,SE rank,Signature ChIPseq Top10Percent,Signature ChIPseq MaxExposure
SE_1495,chr5,135331997,135359017,27021,*,SE_1495,FBXL21,ENSG00000164616,correlation,correlation,652,,MES
SE_1496,chr5,136449811,136682138,232328,*,SE_1496,SPOCK1,ENSG00000152377,correlation,correlation,1896,,MNA-LR
SE_1497,chr5,136696698,136825131,128434,*,SE_1497,SPOCK1,ENSG00000152377,correlation,correlation,1854,,MNA-LR
SE_1498,chr5,137964803,138012805,48003,*,SE_1498,CTNNA1,ENSG00000044115,correlation,correlation,1363,,MNA-HR
SE_1499,chr5,138271303,138284493,13191,*,SE_1499,LRRTM2,ENSG00000146006,correlation,correlation,1062,MNA-HR,MNA-HR
SE_1500,chr5,138295511,138327608,32098,*,SE_1500,MATR3,ENSG00000015479,correlation,correlation,1136,,MNA-LR
SE_1501,chr5,138438044,138486290,48247,*,SE_1501,PAIP2,ENSG00000120727,correlation,correlation,1538,,MNA-LR
SE_1502,chr5,139235599,139275184,39586,*,SE_1502,SPATA24,ENSG00000170469,correlation,correlation,1012,,MNA-HR
SE_1503,chr5,139621191,139653160,31970,*,SE_1503,HBEGF,ENSG00000113070,HiChIP|correlation,HiChIP,237,,MES
SE_1504,chr5,141094545,141186233,91689,*,SE_1504,PCDHGC4,ENSG00000242419,correlation,correlation,1919,MNA-LR,MNA-LR
SE_1505,chr5,141210707,141220276,9570,*,SE_1505,PCDH1,ENSG00000156453,correlation,correlation,1034,MNA-LR,MNA-LR
SE_1506,chr5,141523898,141572671,48774,*,SE_1506,SPRY4,ENSG00000187678,HiChIP|correlation,HiChIP,1614,MNA-LR,MNA-LR
SE_1507,chr5,141849178,141871685,22508,*,SE_1507,RNF14,ENSG00000013561,correlation,correlation,395,,MNA-LR
SE_1508,chr5,142163029,142246274,83246,*,SE_1508,ARHGAP26,ENSG00000145819,HiChIP|correlation|nearest,HiChIP,1835,,MES
SE_1509,chr5,145985390,146056154,70765,*,SE_1509,RNA5SP196,ENSG00000252793,correlation,correlation,1712,,MNA-LR
SE_1510,chr5,146846077,146874810,28734,*,SE_1510,DPYSL3,ENSG00000113657,nearest,nearest,547,,MYCN
SE_1511,chr5,148313574,148419988,106415,*,SE_1511,ADRB2,ENSG00000169252,correlation,correlation,1620,MNA-LR,MNA-LR
SE_1512,chr5,148529270,148557783,28514,*,SE_1512,ABLIM3,ENSG00000173210,correlation,correlation,323,,MES
SE_1513,chr5,148822375,148836550,14176,*,SE_1513,ARHGEF37,ENSG00000183111,HiC|correlation,HiC,224,MES,MES
SE_1514,chr5,148997499,149034301,36803,*,SE_1514,RPS20P4,ENSG00000241907,correlation,correlation,477,,MNA-HR
SE_1515,chr5,149152724,149194680,41957,*,SE_1515,AFAP1L1,ENSG00000157510,correlation,correlation,811,,MES
SE_1516,chr5,149483236,149528218,44983,*,SE_1516,SYNPO,ENSG00000171992,correlation,correlation,1679,,MES
SE_1517,chr5,149612282,149730882,118601,*,SE_1517,PDGFRB,ENSG00000113721,HiC|correlation,HiC,1860,,MNA-HR
SE_1518,chr5,149873185,149915511,42327,*,SE_1518,TNIP1,ENSG00000145901,correlation,correlation,1468,,MES
SE_1519,chr5,149938666,149974028,35363,*,SE_1519,RPS14,ENSG00000164587,correlation,correlation,1025,,MYCN
SE_1520,chr5,150016247,150024748,8502,*,SE_1520,SYNPO,ENSG00000171992,correlation,correlation,334,MES,MES
SE_1521,chr5,150854315,150880756,26442,*,SE_1521,CCDC69,ENSG00000198624,correlation,correlation,257,,MES
SE_1522,chr5,151038695,151059317,20623,*,SE_1522,SPARC,ENSG00000113140,correlation,correlation,358,MES,MES
SE_1523,chr5,152880204,152901181,20978,*,SE_1523,GRIA1,ENSG00000155511,correlation,correlation,577,,MNA-LR
SE_1524,chr5,153871629,153925457,53829,*,SE_1524,HAND1,ENSG00000113196,correlation,correlation,1817,MNA-LR,MNA-LR
SE_1525,chr5,156099568,156128989,29422,*,SE_1525,SGCD,ENSG00000170624,correlation,correlation,609,,MNA-LR
SE_1526,chr5,156902643,156992318,89676,*,SE_1526,FNDC9,ENSG00000172568,HiC|correlation,HiC,1649,,MES
SE_1527,chr5,157588473,157608387,19915,*,SE_1527,EBF1,ENSG00000164330,HiC,HiC,937,MNA-LR,MNA-LR
SE_1528,chr5,157621147,157681571,60425,*,SE_1528,EBF1,ENSG00000164330,correlation,correlation,853,,MNA-LR
SE_1529,chr5,157712920,157753607,40688,*,SE_1529,EBF1,ENSG00000164330,correlation,correlation,943,,MNA-LR
SE_1530,chr5,157773638,157857426,83789,*,SE_1530,CLINT1,ENSG00000113282,correlation,correlation,1617,,MNA-LR
SE_1531,chr5,157874201,157999452,125252,*,SE_1531,EBF1,ENSG00000164330,correlation,correlation,1843,,MNA-LR
SE_1532,chr5,158097758,158152711,54954,*,SE_1532,EBF1,ENSG00000164330,HiC|correlation|nearest,HiC,1122,,MNA-LR
SE_1533,chr5,158166636,158239830,73195,*,SE_1533,RP11-175K6.1,ENSG00000245812,correlation,correlation,1493,,MNA-LR
SE_1534,chr5,159590170,159597388,7219,*,SE_1534,PWWP2A,ENSG00000170234,correlation,correlation,832,MYCN,MYCN
SE_1535,chr5,159667602,159700478,32877,*,SE_1535,CCNJL,ENSG00000135083,correlation,correlation,1465,,MNA-LR
SE_1536,chr5,159783554,159791388,7835,*,SE_1536,C1QTNF2,ENSG00000145861,correlation,correlation,109,MNA-LR,MNA-LR
SE_1537,chr5,163979360,164013841,34482,*,SE_1537,MAT2B,ENSG00000038274,nearest,nearest,1121,MYCN,MYCN
SE_1538,chr5,168134977,168258225,123249,*,SE_1538,MIR218-2,ENSG00000207739,correlation,correlation,1902,MYCN,MYCN
SE_1539,chr5,168296885,168379042,82158,*,SE_1539,MIR218-2,ENSG00000207739,correlation,correlation,1766,MYCN,MYCN
SE_1540,chr5,168404197,168438421,34225,*,SE_1540,CTB-174D11.2,ENSG00000248965,correlation,correlation,1225,,MYCN
SE_1541,chr5,168523589,168627554,103966,*,SE_1541,CTB-174D11.2,ENSG00000248965,correlation,correlation,1853,,MNA-LR
SE_1542,chr5,169701153,169716500,15348,*,SE_1542,DOCK2,ENSG00000134516,correlation,correlation,187,,MES
SE_1543,chr5,170583007,170636028,53022,*,SE_1543,TLX3,ENSG00000164438,correlation,correlation,682,,MYCN
SE_1544,chr5,171829696,171874654,44959,*,SE_1544,DUSP1,ENSG00000120129,correlation,correlation,1023,MES,MES
SE_1545,chr5,171951594,172043671,92078,*,SE_1545,NEURL1B,ENSG00000214357,correlation,correlation,1662,,MNA-HR
SE_1546,chr5,172075896,172117830,41935,*,SE_1546,DUSP1,ENSG00000120129,correlation,correlation,1362,,MES
SE_1547,chr5,172140228,172178530,38303,*,SE_1547,STC2,ENSG00000113739,HiC,HiC,584,,MES
SE_1548,chr5,172215894,172228905,13012,*,SE_1548,ATP6V0E1,ENSG00000113732,correlation,correlation,175,MES,MES
SE_1549,chr5,172268215,172353535,85321,*,SE_1549,ATP6V0E1,ENSG00000113732,correlation,correlation,1721,MES,MES
SE_1550,chr5,173052076,173102928,50853,*,SE_1550,BOD1,ENSG00000145919,correlation,correlation,1560,,MYCN
SE_1551,chr5,173120970,173221207,100238,*,SE_1551,CPEB4,ENSG00000113742,correlation,correlation,1928,,MYCN
SE_1552,chr5,173277585,173306115,28531,*,SE_1552,CPEB4,ENSG00000113742,correlation,correlation,744,,MNA-LR
SE_1553,chr5,173568333,173610228,41896,*,SE_1553,NSG2,ENSG00000170091,correlation,correlation,1271,,MYCN
SE_1554,chr5,173622873,173687640,64768,*,SE_1554,NSG2,ENSG00000170091,correlation,correlation,1534,,MNA-LR
SE_1555,chr5,175230415,175291066,60652,*,SE_1555,CPLX2,ENSG00000145920,correlation,correlation,1255,,MNA-HR
SE_1556,chr5,176119615,176164251,44637,*,SE_1556,TSPAN17,ENSG00000048140,correlation,correlation,1544,,MNA-HR
SE_1557,chr5,176211573,176231422,19850,*,SE_1557,UNC5A,ENSG00000113763,correlation,correlation,1139,,MNA-HR
SE_1558,chr5,176250478,176317300,66823,*,SE_1558,UNC5A,ENSG00000113763,HiChIP|correlation,HiChIP,1929,MNA-HR,MNA-HR
SE_1559,chr5,176757363,176764799,7437,*,SE_1559,PRR7-AS1,ENSG00000246334,correlation,correlation,512,MNA-LR,MNA-LR
SE_1560,chr5,177749908,177826507,76600,*,SE_1560,RP11-423H2.1,ENSG00000170089,correlation,correlation,1707,,MNA-HR
SE_1561,chr5,178697897,178764904,67008,*,SE_1561,ADAMTS2,ENSG00000087116,correlation,correlation,1759,,MNA-HR
SE_1562,chr5,178779696,178816828,37133,*,SE_1562,ADAMTS2,ENSG00000087116,correlation,correlation,1019,,MNA-HR
SE_1563,chr5,178830494,178857287,26794,*,SE_1563,ADAMTS2,ENSG00000087116,correlation,correlation,1081,,MNA-HR
SE_1564,chr5,179594138,179608190,14053,*,SE_1564,CTB-129O4.1,ENSG00000248367,correlation,correlation,72,MES,MES
SE_1565,chr5,179788393,179816555,28163,*,SE_1565,GFPT2,ENSG00000131459,correlation,correlation,491,,MNA-HR
SE_1566,chr6,1786808,1821788,34981,*,SE_1566,GMDS,ENSG00000112699,correlation,correlation,302,,MYCN
SE_1567,chr6,3309932,3350147,40216,*,SE_1567,SERPINB6,ENSG00000124570,correlation,correlation,262,,MES
SE_1568,chr6,11188153,11225057,36905,*,SE_1568,NEDD9,ENSG00000111859,correlation,correlation,147,MES,MES
SE_1569,chr6,13286739,13309327,22589,*,SE_1569,TBC1D7,ENSG00000145979,correlation,correlation,64,,MES
SE_1570,chr6,16314178,16362494,48317,*,SE_1570,RP1-151F17.2,ENSG00000272341,HiChIP|correlation,HiChIP,1509,,MES
SE_1571,chr6,16375295,16421778,46484,*,SE_1571,ATXN1,ENSG00000124788,HiChIP|correlation|nearest,HiChIP,1009,,MES
SE_1572,chr6,21374236,21396042,21807,*,SE_1572,SOX4,ENSG00000124766,correlation,correlation,732,,MNA-LR
SE_1573,chr6,21907264,21967479,60216,*,SE_1573,RP11-524C21.2,ENSG00000261568,correlation,correlation,876,,MES
SE_1574,chr6,22903975,22938432,34458,*,SE_1574,RP11-439H9.1,ENSG00000235743,nearest,nearest,1185,,MNA-LR
SE_1575,chr6,23077528,23100516,22989,*,SE_1575,RP11-439H9.1,ENSG00000235743,nearest,nearest,648,,MNA-LR
SE_1576,chr6,23319730,23358735,39006,*,SE_1576,RP11-439H9.1,ENSG00000235743,nearest,nearest,895,,MNA-LR
SE_1577,chr6,23392638,23458251,65614,*,SE_1577,RP11-439H9.1,ENSG00000235743,nearest,nearest,1237,,MNA-LR
SE_1578,chr6,23627427,23665203,37777,*,SE_1578,NRSN1,ENSG00000152954,correlation,correlation,1058,,MYCN
SE_1579,chr6,24991822,25036214,44393,*,SE_1579,LRRC16A,ENSG00000079691,correlation,correlation,508,,MNA-LR
SE_1580,chr6,30718957,30790815,71859,*,SE_1580,DDR1,ENSG00000204580,HiC|correlation,HiC,1442,MES,MES
SE_1581,chr6,33553368,33582386,29019,*,SE_1581,UQCC2,ENSG00000137288,HiC|correlation,HiC,445,,MES
SE_1582,chr6,33686340,33733557,47218,*,SE_1582,UQCC2,ENSG00000137288,HiC|correlation,HiC,1284,,MNA-HR
SE_1583,chr6,33762439,33930952,168514,*,SE_1583,RGL2,ENSG00000237441,correlation,correlation,1933,,MNA-HR
SE_1584,chr6,33986846,34044478,57633,*,SE_1584,UQCC2,ENSG00000137288,correlation,correlation,1689,MNA-HR,MNA-HR
SE_1585,chr6,35525140,35563110,37971,*,SE_1585,FKBP5,ENSG00000096060,HiC|correlation|nearest,HiC,670,,MNA-LR
SE_1586,chr6,36207870,36240568,32699,*,SE_1586,BRPF3,ENSG00000096070,correlation,correlation,549,,MNA-LR
SE_1587,chr6,36280587,36348951,68365,*,SE_1587,Z95152.1,ENSG00000221743,HiC,HiC,1554,,MES
SE_1588,chr6,36778390,36795927,17538,*,SE_1588,CDKN1A,ENSG00000124762,correlation,correlation,465,,MNA-HR
SE_1589,chr6,36966827,37064474,97648,*,SE_1589,PIM1,ENSG00000137193,HiChIP|correlation,HiChIP,1778,,MES
SE_1590,chr6,37093551,37113692,20142,*,SE_1590,PIM1,ENSG00000137193,HiChIP|nearest,HiChIP,764,,MES
SE_1591,chr6,37444661,37492986,48326,*,SE_1591,RP1-153P14.8,ENSG00000204110,correlation,correlation,1839,MNA-LR,MNA-LR
SE_1592,chr6,37515527,37527972,12446,*,SE_1592,MDGA1,ENSG00000112139,correlation,correlation,531,MNA-HR,MNA-HR
SE_1593,chr6,37542685,37560167,17483,*,SE_1593,RNF8,ENSG00000112130,correlation,correlation,835,,MYCN
SE_1594,chr6,37633462,37657673,24212,*,SE_1594,MDGA1,ENSG00000112139,correlation,correlation,678,,MNA-LR
SE_1595,chr6,37679215,37777299,98085,*,SE_1595,MDGA1,ENSG00000112139,correlation,correlation,1850,,MNA-LR
SE_1596,chr6,39769189,39831025,61837,*,SE_1596,DAAM2,ENSG00000146122,correlation,correlation,200,,MES
SE_1597,chr6,40359920,40430298,70379,*,SE_1597,RP11-552E20.4,ENSG00000226070,correlation,correlation,1753,,MNA-HR
SE_1598,chr6,40674071,40699057,24987,*,SE_1598,LINC00951,ENSG00000204092,correlation,correlation,1007,MYCN,MYCN
SE_1599,chr6,40811035,40864857,53823,*,SE_1599,LINC00951,ENSG00000204092,correlation,correlation,1633,MYCN,MYCN
SE_1600,chr6,41661132,41684690,23559,*,SE_1600,MDFI,ENSG00000112559,correlation,correlation,638,,MES
SE_1601,chr6,41723241,41739023,15783,*,SE_1601,TFEB,ENSG00000112561,correlation,correlation,961,MNA-LR,MNA-LR
SE_1602,chr6,43063740,43097104,33365,*,SE_1602,PTK7,ENSG00000112655,HiC|correlation|nearest,HiC,1117,,MYCN
SE_1603,chr6,43749150,43807214,58065,*,SE_1603,VEGFA,ENSG00000112715,correlation,correlation,1652,,MNA-HR
SE_1604,chr6,43815258,43964520,149263,*,SE_1604,VEGFA,ENSG00000112715,HiC|correlation,HiC,1952,,MNA-LR
SE_1605,chr6,43976400,44035285,58886,*,SE_1605,VEGFA,ENSG00000112715,HiChIP|correlation,HiChIP,1861,MES,MES
SE_1606,chr6,44613942,44636516,22575,*,SE_1606,SUPT3H,ENSG00000196284,nearest,nearest,47,,MES
SE_1607,chr6,45401489,45421979,20491,*,SE_1607,RUNX2,ENSG00000124813,correlation,correlation,8,,MES
SE_1608,chr6,51528662,51544743,16082,*,SE_1608,MCM3,ENSG00000112118,nearest,nearest,979,MYCN,MYCN
SE_1609,chr6,51812957,51858392,45436,*,SE_1609,PAQR8,ENSG00000170915,correlation,correlation,946,,MNA-LR
SE_1610,chr6,52354922,52433851,78930,*,SE_1610,EFHC1,ENSG00000096093,HiC,HiC,1157,,MES
SE_1611,chr6,56227438,56237634,10197,*,SE_1611,COL21A1,ENSG00000124749,correlation,correlation,496,MYCN,MYCN
SE_1612,chr6,64505215,64529995,24781,*,SE_1612,RP11-59D5__B.2,ENSG00000236345,correlation,correlation,774,,MNA-LR
SE_1613,chr6,73706235,73755620,49386,*,SE_1613,KCNQ5,ENSG00000185760,correlation,correlation,1182,,MNA-LR
SE_1614,chr6,73772024,73854738,82715,*,SE_1614,KCNQ5,ENSG00000185760,HiC|correlation|nearest,HiC,1528,,MNA-LR
SE_1615,chr6,74288604,74296571,7968,*,SE_1615,SLC17A5,ENSG00000119899,correlation,correlation,46,MES,MES
SE_1616,chr6,79170727,79241858,71132,*,SE_1616,PHIP,ENSG00000146247,correlation,correlation,890,,MNA-LR
SE_1617,chr6,81345779,81351704,5926,*,SE_1617,RP11-250B2.6,ENSG00000272129,correlation,correlation,193,MYCN,MYCN
SE_1618,chr6,84306731,84330224,23494,*,SE_1618,RIPPLY2,ENSG00000203877,correlation,correlation,760,,MYCN
SE_1619,chr6,84761408,84786814,25407,*,SE_1619,MRAP2,ENSG00000135324,correlation,correlation,178,,MNA-LR
SE_1620,chr6,105140983,105153301,12319,*,SE_1620,LIN28B,ENSG00000187772,correlation,correlation,433,,MYCN
SE_1621,chr6,106041570,106057919,16350,*,SE_1621,PREP,ENSG00000085377,nearest,nearest,12,MES,MES
SE_1622,chr6,108985944,109039563,53620,*,SE_1622,FOXO3,ENSG00000118689,correlation,correlation,1443,,MES
SE_1623,chr6,109114186,109133188,19003,*,SE_1623,FOXO3,ENSG00000118689,correlation,correlation,869,,MYCN
SE_1624,chr6,109263879,109289741,25863,*,SE_1624,CD164,ENSG00000135535,correlation,correlation,385,,MES
SE_1625,chr6,112031286,112183284,151999,*,SE_1625,RP1-142L7.5,ENSG00000237234,HiC,HiC,1939,,MES
SE_1626,chr6,112511119,112534643,23525,*,SE_1626,RP1-142L7.5,ENSG00000237234,correlation,correlation,927,MNA-LR,MNA-LR
SE_1627,chr6,115856345,115877981,21637,*,SE_1627,NT5DC1,ENSG00000178425,nearest,nearest,831,MNA-LR,MNA-LR
SE_1628,chr6,116080733,116104389,23657,*,SE_1628,TSPYL4,ENSG00000187189,correlation,correlation,466,,MYCN
SE_1629,chr6,116699031,116733221,34191,*,SE_1629,FAM26F,ENSG00000188820,correlation,correlation,112,,MES
SE_1630,chr6,126120913,126193705,72793,*,SE_1630,HINT3,ENSG00000111911,HiC|correlation,HiC,1814,MNA-LR,MNA-LR
SE_1631,chr6,129965580,130017127,51548,*,SE_1631,L3MBTL3,ENSG00000198945,correlation,correlation,271,,MES
SE_1632,chr6,133281193,133295396,14204,*,SE_1632,EYA4,ENSG00000112319,correlation,correlation,367,MYCN,MYCN
SE_1633,chr6,136782191,136837952,55762,*,SE_1633,BCLAF1,ENSG00000029363,correlation,correlation,1203,,MYCN
SE_1634,chr6,137282824,137305193,22370,*,SE_1634,PEX7,ENSG00000112357,correlation,correlation,169,,MYCN
SE_1635,chr6,144260497,144295315,34819,*,SE_1635,PLAGL1,ENSG00000118495,correlation,correlation,83,,MNA-LR
SE_1636,chr6,145515165,145535555,20391,*,SE_1636,EPM2A,ENSG00000112425,correlation,correlation,651,MNA-LR,MNA-LR
SE_1637,chr6,147189244,147237567,48324,*,SE_1637,STXBP5,ENSG00000164506,HiC|correlation|nearest,HiC,1155,,MYCN
SE_1638,chr6,151362693,151392964,30272,*,SE_1638,RMND1,ENSG00000155906,correlation,correlation,562,,MES
SE_1639,chr6,154767581,154810292,42712,*,SE_1639,CNKSR3,ENSG00000153721,correlation,correlation,1209,,MES
SE_1640,chr6,155581518,155610077,28560,*,SE_1640,TFB1M,ENSG00000029639,correlation,correlation,926,,MNA-LR
SE_1641,chr6,157612093,157640902,28810,*,SE_1641,ARID1B,ENSG00000049618,correlation,correlation,511,,MNA-HR
SE_1642,chr6,158127526,158149990,22465,*,SE_1642,SERAC1,ENSG00000122335,correlation,correlation,664,,MYCN
SE_1643,chr6,158177553,158190909,13357,*,SE_1643,SNX9,ENSG00000130340,HiC|correlation|nearest,HiC,241,MES,MES
SE_1644,chr6,158410616,158495244,84629,*,SE_1644,SYNJ2,ENSG00000078269,correlation,correlation,1735,,MES
SE_1645,chr6,163735083,163778455,43373,*,SE_1645,CAHM,ENSG00000270419,correlation,correlation,326,,MES
SE_1646,chr6,164128682,164170186,41505,*,SE_1646,CAHM,ENSG00000270419,correlation,correlation,896,,MNA-HR
SE_1647,chr6,164185587,164259069,73483,*,SE_1647,CAHM,ENSG00000270419,correlation,correlation,1437,,MNA-LR
SE_1648,chr6,166873388,166915111,41724,*,SE_1648,RPS6KA2-IT1,ENSG00000232082,correlation,correlation,1366,,MYCN
SE_1649,chr6,166965647,167033389,67743,*,SE_1649,RPS6KA2-IT1,ENSG00000232082,correlation,correlation,1369,,MES
SE_1650,chr6,169544893,169569702,24810,*,SE_1650,XXyac-YX65C7_A.2,ENSG00000226445,correlation,correlation,17,,MES
SE_1651,chr6,170340369,170445701,105333,*,SE_1651,PHF10,ENSG00000130024,correlation,correlation,1764,,MYCN
SE_1652,chr7,112823,132616,19794,*,SE_1652,AC093627.10,ENSG00000240859,correlation,correlation,54,,MES
SE_1653,chr7,626880,655863,28984,*,SE_1653,ADAP1,ENSG00000105963,correlation,correlation,568,MES,MES
SE_1654,chr7,1587158,1603898,16741,*,SE_1654,PSMG3,ENSG00000157778,correlation,correlation,627,MNA-HR,MNA-HR
SE_1655,chr7,1619013,1696090,77078,*,SE_1655,TFAMP1,ENSG00000230444,correlation,correlation,1869,MNA-HR,MNA-HR
SE_1656,chr7,1764495,1790636,26142,*,SE_1656,MAD1L1,ENSG00000002822,correlation,correlation,1183,MNA-HR,MNA-HR
SE_1657,chr7,1881958,1909203,27246,*,SE_1657,NUDT1,ENSG00000106268,correlation,correlation,1407,MNA-HR,MNA-HR
SE_1658,chr7,1922241,1954172,31932,*,SE_1658,NUDT1,ENSG00000106268,correlation,correlation,1172,MNA-HR,MNA-HR
SE_1659,chr7,2013043,2212396,199354,*,SE_1659,MAD1L1,ENSG00000002822,correlation,correlation,1964,,MNA-HR
SE_1660,chr7,2508705,2530309,21605,*,SE_1660,NUDT1,ENSG00000106268,correlation,correlation,918,MNA-HR,MNA-HR
SE_1661,chr7,2644368,2664069,19702,*,SE_1661,TTYH3,ENSG00000136295,correlation,correlation,1385,MNA-HR,MNA-HR
SE_1662,chr7,2680149,2685718,5570,*,SE_1662,EIF3B,ENSG00000106263,correlation,correlation,828,MES,MES
SE_1663,chr7,2738713,2873264,134552,*,SE_1663,SNX8,ENSG00000106266,correlation,correlation,1904,,MES
SE_1664,chr7,2895940,2946255,50316,*,SE_1664,SDK1,ENSG00000146555,HiChIP|correlation,HiChIP,1419,,MNA-HR
SE_1665,chr7,3248504,3288895,40392,*,SE_1665,SDK1,ENSG00000146555,correlation,correlation,746,,MNA-LR
SE_1666,chr7,3305906,3334738,28833,*,SE_1666,AC091801.1,ENSG00000217455,correlation,correlation,306,,MNA-LR
SE_1667,chr7,4005246,4066178,60933,*,SE_1667,SDK1,ENSG00000146555,correlation,correlation,1687,,MNA-LR
SE_1668,chr7,4081817,4116585,34769,*,SE_1668,SDK1,ENSG00000146555,correlation,correlation,947,,MNA-LR
SE_1669,chr7,5477642,5510603,32962,*,SE_1669,FSCN1,ENSG00000075618,correlation,correlation,910,,MNA-HR
SE_1670,chr7,5659208,5677283,18076,*,SE_1670,AIMP2,ENSG00000106305,correlation,correlation,1063,MYCN,MYCN
SE_1671,chr7,5701436,5748473,47038,*,SE_1671,ACTB,ENSG00000075624,HiC,HiC,1782,,MES
SE_1672,chr7,7649762,7663466,13705,*,SE_1672,MIOS,ENSG00000164654,correlation,correlation,354,MYCN,MYCN
SE_1673,chr7,7693326,7776736,83411,*,SE_1673,ICA1,ENSG00000003147,HiChIP|correlation,HiChIP,1257,,MYCN
SE_1674,chr7,8212554,8293350,80797,*,SE_1674,ICA1,ENSG00000003147,correlation,correlation,1883,MYCN,MYCN
SE_1675,chr7,8311531,8336603,25073,*,SE_1675,RPA3-AS1,ENSG00000219545,HiChIP|correlation,HiChIP,1008,MYCN,MYCN
SE_1676,chr7,8727151,8764622,37472,*,SE_1676,NXPH1,ENSG00000122584,correlation,correlation,897,,MNA-LR
SE_1677,chr7,15137489,15146180,8692,*,SE_1677,DGKB,ENSG00000136267,correlation,correlation,150,MYCN,MYCN
SE_1678,chr7,22403258,22418757,15500,*,SE_1678,RAPGEF5,ENSG00000136237,correlation,correlation,180,,MNA-LR
SE_1679,chr7,24058160,24115396,57237,*,SE_1679,NPY,ENSG00000122585,correlation,correlation,1166,,MNA-LR
SE_1680,chr7,24175333,24187484,12152,*,SE_1680,MPP6,ENSG00000105926,correlation,correlation,58,MNA-LR,MNA-LR
SE_1681,chr7,24238696,24273243,34548,*,SE_1681,MPP6,ENSG00000105926,correlation,correlation,1014,,MNA-LR
SE_1682,chr7,24334596,24397213,62618,*,SE_1682,MPP6,ENSG00000105926,correlation,correlation,887,,MNA-LR
SE_1683,chr7,24521920,24562330,40411,*,SE_1683,MPP6,ENSG00000105926,correlation,correlation,105,,MNA-LR
SE_1684,chr7,24852183,24909536,57354,*,SE_1684,OSBPL3,ENSG00000070882,correlation,correlation,842,,MNA-LR
SE_1685,chr7,24923313,25013114,89802,*,SE_1685,OSBPL3,ENSG00000070882,correlation,correlation,1714,MNA-LR,MNA-LR
SE_1686,chr7,25655339,25678859,23521,*,SE_1686,CYCS,ENSG00000172115,correlation,correlation,985,,MYCN
SE_1687,chr7,25692093,25711050,18958,*,SE_1687,CTD-2227E11.1,ENSG00000270933,nearest,nearest,1035,MYCN,MYCN
SE_1688,chr7,26476994,26501444,24451,*,SE_1688,AC004540.4,ENSG00000225792,correlation,correlation,793,,MNA-LR
SE_1689,chr7,26518548,26533811,15264,*,SE_1689,AC004540.4,ENSG00000225792,correlation,correlation,781,MNA-LR,MNA-LR
SE_1690,chr7,26616089,26707186,91098,*,SE_1690,AC004540.4,ENSG00000225792,HiChIP|correlation,HiChIP,1022,,MNA-HR
SE_1691,chr7,28092604,28111199,18596,*,SE_1691,TAX1BP1,ENSG00000106052,correlation,correlation,989,MNA-LR,MNA-LR
SE_1692,chr7,28549389,28669166,119778,*,SE_1692,CREB5,ENSG00000146592,correlation,correlation,1864,,MNA-LR
SE_1693,chr7,28690522,28719883,29362,*,SE_1693,CREB5,ENSG00000146592,correlation,correlation,446,,MNA-LR
SE_1694,chr7,28757458,28801220,43763,*,SE_1694,CREB5,ENSG00000146592,correlation,correlation,736,,MNA-LR
SE_1695,chr7,29003762,29059998,56237,*,SE_1695,AC005013.5,ENSG00000228421,correlation,correlation,1181,,MNA-LR
SE_1696,chr7,29308128,29362222,54095,*,SE_1696,CHN2,ENSG00000106069,correlation,correlation,1354,,MNA-LR
SE_1697,chr7,30199728,30224912,25185,*,SE_1697,NOD1,ENSG00000106100,correlation,correlation,494,,MES
SE_1698,chr7,30489011,30512483,23473,*,SE_1698,NOD1,ENSG00000106100,correlation,correlation,1116,MES,MES
SE_1699,chr7,30882219,30954919,72701,*,SE_1699,GGCT,ENSG00000006625,correlation,correlation,1745,,MNA-HR
SE_1700,chr7,31693478,31730724,37247,*,SE_1700,PPP1R17,ENSG00000106341,correlation,correlation,33,,MNA-LR
SE_1701,chr7,33622235,33657188,34954,*,SE_1701,BMPER,ENSG00000164619,correlation,correlation,126,,MNA-LR
SE_1702,chr7,34132865,34150342,17478,*,SE_1702,BMPER,ENSG00000164619,correlation,correlation,254,,MNA-LR
SE_1703,chr7,35322541,35331105,8565,*,SE_1703,TBX20,ENSG00000164532,correlation,correlation,213,MNA-LR,MNA-LR
SE_1704,chr7,35371504,35438412,66909,*,SE_1704,TBX20,ENSG00000164532,correlation,correlation,1619,,MNA-LR
SE_1705,chr7,36645380,36680265,34886,*,SE_1705,ELMO1,ENSG00000155849,correlation,correlation,574,,MNA-HR
SE_1706,chr7,36903544,36986165,82622,*,SE_1706,ELMO1,ENSG00000155849,correlation,correlation,1697,,MYCN
SE_1707,chr7,43973410,43983599,10190,*,SE_1707,UBE2D4,ENSG00000078967,correlation,correlation,305,MNA-LR,MNA-LR
SE_1708,chr7,44273014,44341115,68102,*,SE_1708,AC004453.8,ENSG00000146677,HiC,HiC,1882,MNA-HR,MNA-HR
SE_1709,chr7,45252040,45282541,30502,*,SE_1709,ADCY1,ENSG00000164742,correlation,correlation,1070,MNA-LR,MNA-LR
SE_1710,chr7,45381123,45407508,26386,*,SE_1710,ADCY1,ENSG00000164742,correlation,correlation,1103,MNA-LR,MNA-LR
SE_1711,chr7,45426842,45509099,82258,*,SE_1711,ADCY1,ENSG00000164742,correlation,correlation,623,,MNA-LR
