SE_id,chrom,chromstart,chromend,overlapping_samples,sample_ids,limma_pval,limma_fdr,signature_genes_within_500k,signature_genes_fantom5_enhancer,neural_crest_SE_overlap
chr1:208324875,chr1,208216200,208433550,5,",691MES,717MES,753ADRN,SH-EP2,SH-SY5Y",0.117059911,0.23961877,,,
chr1:208640400,chr1,208617600,208663200,4,",691MES,717MES,753ADRN,SH-SY5Y",0.599892091,0.726162166,,,
chr1:208701225,chr1,208667550,208734900,3,",717MES,753ADRN,SH-SY5Y",0.458124637,0.607786141,,,
chr1:208835625,chr1,208800750,208870500,2,",753ADRN,SH-SY5Y",0.919645286,0.951712619,,,
chr1:208916925,chr1,208897050,208936800,2,",753ADRN,SH-SY5Y",0.288765709,0.449776142,,,
chr1:209275425,chr1,209264850,209286000,2,",SH-EP2,SH-SY5Y",0.132807639,0.261067382,,,
chr1:209562300,chr1,209513550,209611050,2,",691MES,SH-EP2",0.04063751,0.112753826,,,
chr1:209792475,chr1,209732250,209852700,3,",691MES,717MES,SH-EP2",0.001689007,0.016818706,,,
chr1:209965200,chr1,209905500,210024900,5,",691MES,700MES,717MES,SH-EP2,SH-SY5Y",0.016661759,0.063443372,,,
chr1:210055825,chr1,210033450,210078200,4,",691MES,700ADRN,SH-EP2,SH-SY5Y",0.051906515,0.136717319,,,
chr1:210111150,chr1,210096900,210125400,2,",700ADRN,SH-SY5Y",0.866669226,0.922153811,,,
chr1:210467100,chr1,210461400,210472800,4,",691ADRN,711ADRN,753ADRN,SH-SY5Y",0.960737365,0.979598467,,,
chr1:210713475,chr1,210676800,210750150,4,",700MES,700ADRN,753ADRN,SH-SY5Y",0.289025824,0.449776142,,,
chr1:210873150,chr1,210812400,210933900,4,",691MES,691ADRN,700ADRN,753ADRN",0.048857554,0.130548641,,,
chr1:211077100,chr1,211055000,211099200,2,",700ADRN,753ADRN",0.054289451,0.140543718,,,
chr1:211116300,chr1,211105200,211127400,3,",691ADRN,700ADRN,753ADRN",0.04523194,0.123238498,,,
chr1:212806650,chr1,212797650,212815650,2,",691MES,SH-SY5Y",0.5961827,0.723887934,,,
chr1:214622700,chr1,214610800,214634600,2,",691MES,SH-EP2",0.000881032,0.010903943,",PTPN14:MES:90424",,
chr1:21636450,chr1,21599100,21673800,5,",691ADRN,700ADRN,717MES,753ADRN,SH-SY5Y",0.352547955,0.513090924,,,ncc
chr1:216629175,chr1,216613800,216644550,2,",SH-EP2,SH-SY5Y",0.771638929,0.855546297,",ESRRG:ADRN:85464",,
chr1:216746700,chr1,216682050,216811350,2,",691ADRN,SH-SY5Y",0.444813208,0.596674376,",ESRRG:ADRN:85464",",ESRRG:ADRN",
chr1:219707850,chr1,219685050,219730650,2,",700ADRN,SH-SY5Y",0.829478541,0.898106407,,,
chr1:219966975,chr1,219945000,219988950,2,",700ADRN,SH-SY5Y",0.528262928,0.672776235,,,
chr1:221200050,chr1,221183400,221216700,5,",691MES,700MES,700ADRN,717MES,SH-SY5Y",0.019619834,0.069994903,",HLX:MES:130658",",HLX:MES",
chr1:221258500,chr1,221235000,221282000,2,",717MES,SH-EP2",0.013921763,0.05714671,",HLX:MES:130658",",HLX:MES",
chr1:222220875,chr1,222205200,222236550,2,",700ADRN,711ADRN",0.268534217,0.426886958,,,
chr1:223922900,chr1,223883500,223962300,4,",691MES,700MES,717MES,SH-EP2",0.000362867,0.007012609,",CAPN2:MES:5794",",CAPN2:MES",
chr1:229061325,chr1,228993750,229128900,4,",700ADRN,711ADRN,717MES,753ADRN",0.619841047,0.741133684,",CCSAP:ADRN:155688",,
chr1:229158600,chr1,229131300,229185900,2,",700MES,717MES",0.001039871,0.011919077,",CCSAP:ADRN:155688",,
chr1:229272600,chr1,229222200,229323000,3,",691MES,700MES,717MES",0.007695721,0.040094946,",CCSAP:ADRN:155688",,
chr1:230287875,chr1,230257200,230318550,2,",691MES,700ADRN",0.350664307,0.511231647,,,
chr1:230962375,chr1,230950650,230974100,2,",691MES,SH-EP2",0.005345967,0.03196042,",C1orf198:MES:17682",,
chr1:232079900,chr1,232047300,232112500,3,",700MES,717MES,753ADRN",0.187102901,0.330111488,,,
chr1:232793250,chr1,232744200,232842300,3,",700MES,717MES,753ADRN",0.666384102,0.774748545,,,
chr1:233017050,chr1,232987500,233046600,2,",717MES,SH-SY5Y",0.857543493,0.914786448,,,
chr1:233112500,chr1,233096250,233128750,2,",700MES,700ADRN",0.978122068,0.990436898,,,
chr1:234413850,chr1,234406050,234421650,2,",700ADRN,753ADRN",0.646048884,0.759631654,,,
chr1:234665850,chr1,234620700,234711000,9,",691MES,691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.454719301,0.606178177,,,
chr1:234863175,chr1,234825750,234900600,9,",691MES,691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.440069343,0.592702794,,,ncc
chr1:235113450,chr1,235088700,235138200,6,",691MES,700ADRN,711ADRN,717MES,753ADRN,SH-EP2",0.408680964,0.564770884,,,ncc
chr1:235714125,chr1,235704000,235724250,3,",700ADRN,711ADRN,753ADRN",0.110574704,0.229718949,",GNG4:ADRN:496",,
chr1:235803900,chr1,235793250,235814550,2,",700ADRN,711ADRN",0.044785235,0.122422798,",GNG4:ADRN:496,GPR137B:MES:217031,NID1:MES:139681",,
chr1:236074250,chr1,236059700,236088800,5,",700ADRN,711ADRN,753ADRN,SH-EP2,SH-SY5Y",0.335959692,0.496324451,",GNG4:ADRN:496,GPR137B:MES:217031,NID1:MES:139681",",GPR137B:MES",
chr1:238636475,chr1,238618350,238654600,3,",700ADRN,SH-EP2,SH-SY5Y",0.415260365,0.570382419,,,
chr1:23922750,chr1,23851800,23993700,6,",691MES,700MES,711ADRN,717MES,SH-EP2,SH-SY5Y",0.007632013,0.039888069,",ID3:MES:34485,LUZP1:MES:356449",",ID3:MES",ncc
chr1:239581575,chr1,239545500,239617650,2,",753ADRN,SH-SY5Y",0.114863671,0.237147108,,,
chr1:240026850,chr1,239985400,240068300,2,",753ADRN,SH-SY5Y",0.58724319,0.719762671,,,
chr1:240127200,chr1,240112950,240141450,2,",691MES,SH-SY5Y",0.60037623,0.726219283,,,
chr1:242609475,chr1,242575200,242643750,3,",700MES,700ADRN,SH-SY5Y",0.061438565,0.15240432,,,
chr1:243102750,chr1,243017750,243187750,2,",691MES,700MES",0.46532805,0.614765675,,,
chr1:24328050,chr1,24299700,24356400,2,",717MES,SH-EP2",0.031171182,0.095828377,",ID3:MES:34485",,
chr1:243580050,chr1,243546450,243613650,2,",700ADRN,753ADRN",0.117938246,0.240212457,,,
chr1:243641700,chr1,243616200,243667200,4,",700MES,700ADRN,753ADRN,SH-SY5Y",0.177307758,0.317207206,,,
chr1:243871975,chr1,243853350,243890600,2,",700ADRN,SH-EP2",0.591288009,0.722057804,,,
chr1:244130250,chr1,244111650,244148850,2,",700ADRN,SH-SY5Y",0.095130345,0.206405527,,,
chr1:245341350,chr1,245314950,245367750,3,",700ADRN,753ADRN,SH-SY5Y",0.784756294,0.863179987,",DESI2:MES:498601",,
chr1:245496375,chr1,245439300,245553450,4,",700ADRN,717MES,753ADRN,SH-SY5Y",0.021687994,0.075566971,,,
chr1:245727975,chr1,245672550,245783400,5,",691ADRN,700ADRN,717MES,753ADRN,SH-SY5Y",0.058856322,0.147986698,,,
chr1:245945475,chr1,245912700,245978250,3,",700ADRN,753ADRN,SH-SY5Y",0.996620278,0.997821026,,,
chr1:246032750,chr1,246011800,246053700,5,",691MES,717MES,753ADRN,SH-EP2,SH-SY5Y",0.5468316,0.689032691,,,
chr1:246149100,chr1,246108600,246189600,5,",691MES,700ADRN,717MES,SH-EP2,SH-SY5Y",0.125597446,0.250177974,,,
chr1:246269625,chr1,246257100,246282150,3,",700ADRN,711ADRN,SH-SY5Y",0.362393334,0.522374433,,,
chr1:25048050,chr1,25011900,25084200,2,",717MES,SH-EP2",0.009611947,0.045512981,",CLIC4:MES:12441",,ncc
chr1:27874500,chr1,27809400,27939600,3,",691MES,717MES,SH-EP2",0.036619381,0.104752859,,,ncc
chr1:29160225,chr1,29136600,29183850,3,",700MES,700ADRN,SH-SY5Y",0.454836347,0.606178177,,,
chr1:33835450,chr1,33803300,33867600,2,",717MES,753ADRN",0.309332064,0.471820171,,,ncc
chr1:36653550,chr1,36609300,36697800,2,",717MES,SH-EP2",0.016039228,0.061706474,,,ncc
chr1:36834750,chr1,36801300,36868200,4,",700ADRN,717MES,753ADRN,SH-EP2",0.283153372,0.443127029,,,ncc
chr1:41127675,chr1,41110200,41145150,2,",691ADRN,700ADRN",0.485707646,0.63312657,",RIMS3:ADRN:13826",",RIMS3:ADRN",
chr1:41905800,chr1,41822700,41988900,4,",700MES,717MES,SH-EP2,SH-SY5Y",0.028670148,0.090761497,,,ncc
chr1:44301225,chr1,44294700,44307750,2,",SH-EP2,SH-SY5Y",0.89589812,0.93823735,,,
chr1:48510450,chr1,48480000,48540900,2,",691MES,717MES",0.000509277,0.007602361,,,
chr1:49297200,chr1,49266000,49328400,3,",700MES,700ADRN,717MES",0.534920358,0.678654683,,,
chr1:49406325,chr1,49367850,49444800,6,",691ADRN,700MES,700ADRN,711ADRN,717MES,SH-SY5Y",0.366227511,0.524263671,,,
chr1:49495350,chr1,49457400,49533300,7,",691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-SY5Y",0.151231388,0.288241476,,,
chr1:49828800,chr1,49812450,49845150,2,",700MES,700ADRN",0.814373939,0.887193572,,,
chr1:50157900,chr1,50148150,50167650,3,",700MES,700ADRN,SH-SY5Y",0.039486255,0.110651072,",ELAVL4:ADRN:135213",,
chr1:50733975,chr1,50710500,50757450,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.000178394,0.004932905,",ELAVL4:ADRN:135213",,
chr1:50791200,chr1,50761500,50820900,3,",700ADRN,753ADRN,SH-SY5Y",0.000578934,0.008294724,",ELAVL4:ADRN:135213",,
chr1:53773275,chr1,53750700,53795850,3,",700MES,700ADRN,753ADRN",0.983290297,0.992808638,,,ncc
chr1:53990925,chr1,53960700,54021150,2,",700ADRN,711ADRN",0.039578416,0.110651072,,,ncc
chr1:54785475,chr1,54737700,54833250,6,",691ADRN,700ADRN,711ADRN,717MES,753ADRN,SH-SY5Y",0.043618191,0.120022241,,,ncc
chr1:56173350,chr1,56149200,56197500,2,",SH-EP2,SH-SY5Y",0.324903068,0.486476486,,,
chr1:56839125,chr1,56821500,56856750,3,",691MES,700MES,700ADRN",0.15156629,0.288388519,,,
chr1:59606000,chr1,59587900,59624100,2,",691MES,SH-EP2",0.236870445,0.387860768,,,
chr1:59908425,chr1,59887050,59929800,4,",691ADRN,700ADRN,711ADRN,SH-SY5Y",0.589790737,0.721887808,,,
chr1:61164150,chr1,61156950,61171350,2,",700ADRN,711ADRN",0.716886447,0.81775242,",NFIA:MES:115545",,
chr1:61221600,chr1,61207050,61236150,2,",691MES,753ADRN",0.51633737,0.663178292,",NFIA:MES:115545",,
chr1:61373200,chr1,61319000,61427400,5,",691MES,700MES,700ADRN,717MES,SH-SY5Y",0.070160586,0.167538642,",NFIA:MES:115545",,
chr1:61905300,chr1,61884600,61926000,2,",691MES,717MES",0.012220058,0.053824707,",NFIA:MES:115545",",NFIA:MES",
chr1:62768100,chr1,62728800,62807400,3,",691MES,700MES,700ADRN",0.580899053,0.717276542,,,ncc
chr1:62845800,chr1,62813100,62878500,2,",700MES,700ADRN",0.408796254,0.564770884,,,
chr1:64297450,chr1,64235400,64359500,6,",691MES,700MES,700ADRN,717MES,753ADRN,SH-EP2",0.003719348,0.025972925,",ROR1:MES:4289",",ROR1:MES",
chr1:64508375,chr1,64363500,64653250,7,",691MES,691ADRN,700MES,717MES,753ADRN,SH-EP2,SH-SY5Y",3.30E-05,0.001741687,",ROR1:MES:4289",",ROR1:MES",
chr1:66711000,chr1,66671400,66750600,5,",691MES,700ADRN,753ADRN,SH-EP2,SH-SY5Y",0.325220911,0.48651409,,,
chr1:66915900,chr1,66907500,66924300,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.050375344,0.133744125,,,
chr1:66952800,chr1,66930150,66975450,5,",691ADRN,700MES,700ADRN,753ADRN,SH-SY5Y",0.036967656,0.105288546,,,
chr1:67046525,chr1,67034200,67058850,2,",700ADRN,753ADRN",0.034056824,0.10035894,,,
chr1:67084000,chr1,67062300,67105700,2,",700ADRN,753ADRN",0.214873898,0.361824132,,,
chr1:68208275,chr1,68171300,68245250,2,",700MES,SH-EP2",0.119122989,0.241736762,",GNG12:MES:15595,WLS:MES:264729",,
chr1:68340375,chr1,68314750,68366000,3,",700MES,700ADRN,SH-EP2",0.152925328,0.29013915,",GNG12:MES:15595,WLS:MES:264729",,
chr1:68417275,chr1,68401050,68433500,4,",691ADRN,700MES,700ADRN,753ADRN",0.323916911,0.485437246,",GNG12:MES:15595,WLS:MES:264729",,
chr1:7544900,chr1,7512400,7577400,3,",753ADRN,SH-EP2,SH-SY5Y",0.407682942,0.564170732,,,ncc
chr1:75900650,chr1,75883000,75918300,2,",700ADRN,753ADRN",0.08965917,0.198041027,",LHX8:MES:282434",,
chr1:7644600,chr1,7632300,7656900,2,",700ADRN,753ADRN",0.031250891,0.095828377,",ERRFI1:MES:22393",,
chr1:76520550,chr1,76510800,76530300,2,",691ADRN,700ADRN",0.09106349,0.199666913,,,
chr1:7688025,chr1,7667850,7708200,3,",700ADRN,753ADRN,SH-SY5Y",0.025338459,0.083226323,",ERRFI1:MES:22393",,ncc
chr1:8150100,chr1,8064000,8236200,2,",717MES,SH-EP2",1.73E-05,0.001334454,",ERRFI1:MES:22393",",ERRFI1:MES",
chr1:81689000,chr1,81668500,81709500,2,",700MES,SH-SY5Y",0.54290595,0.68564566,,,
chr1:81888000,chr1,81869750,81906250,2,",691MES,700MES",0.216274173,0.362712085,,,
chr1:84172975,chr1,84155550,84190400,3,",691ADRN,753ADRN,SH-SY5Y",0.002179108,0.019061459,,,
chr1:84235100,chr1,84224100,84246100,2,",753ADRN,SH-SY5Y",0.001014004,0.01178514,,,
chr1:85045050,chr1,85031700,85058400,2,",700MES,700ADRN",0.995861579,0.997662414,,,
chr1:85308600,chr1,85287300,85329900,2,",700ADRN,SH-SY5Y",0.190967069,0.335504513,,,
chr1:86003300,chr1,85980600,86026000,2,",691MES,SH-EP2",0.026222075,0.085453115,",CYR61:MES:20443",",CYR61:MES",
chr1:8949300,chr1,8917800,8980800,2,",717MES,SH-EP2",0.058652164,0.147920935,,,ncc
chr1:90173100,chr1,90151050,90195150,3,",691MES,700ADRN,SH-SY5Y",0.850383319,0.911242474,",LRRC8C:MES:52407",",LRRC8C:MES",
chr1:90366400,chr1,90347000,90385800,2,",700ADRN,SH-EP2",0.371641879,0.530423775,",LRRC8C:MES:52407",",LRRC8C:MES",
chr1:94076175,chr1,94053300,94099050,5,",691MES,700ADRN,753ADRN,SH-EP2,SH-SY5Y",0.836724826,0.903205084,,,ncc
chr1:94153925,chr1,94116450,94191400,3,",700ADRN,SH-EP2,SH-SY5Y",0.773424458,0.855813215,,,ncc
chr1:94222700,chr1,94192500,94252900,2,",700ADRN,SH-EP2",0.457276042,0.607786141,,,
chr1:94278425,chr1,94262200,94294650,2,",700ADRN,SH-EP2",0.283511441,0.443270004,,,
chr1:94528900,chr1,94509800,94548000,3,",700ADRN,711ADRN,SH-EP2",0.760914356,0.849734616,,,
chr1:95462550,chr1,95407500,95517600,3,",700MES,700ADRN,717MES",0.08997287,0.198059484,",CNN3:MES:14721",,
chr1:95785050,chr1,95770050,95800050,2,",700ADRN,SH-SY5Y",0.156831354,0.295191066,",CNN3:MES:14721",,
chr1:95840625,chr1,95813550,95867700,2,",700ADRN,SH-SY5Y",0.103062687,0.218482379,",CNN3:MES:14721",,
chr1:95893800,chr1,95868600,95919000,2,",700MES,717MES",0.458948019,0.607786141,",CNN3:MES:14721",,
chr1:95972850,chr1,95960700,95985000,2,",700MES,700ADRN",0.208578027,0.354092626,,,
chr1:96046800,chr1,96032400,96061200,2,",700ADRN,SH-SY5Y",0.024109084,0.080500117,,,
chr1:96095250,chr1,96063450,96127050,2,",700ADRN,SH-SY5Y",0.009958397,0.046886275,,,
chr1:96394200,chr1,96364500,96423900,2,",700ADRN,SH-SY5Y",0.00057812,0.008294724,,,
chr1:96566775,chr1,96558000,96575550,2,",700ADRN,711ADRN",0.000445706,0.007558801,,,
chr1:97456950,chr1,97419900,97494000,3,",691ADRN,753ADRN,SH-SY5Y",0.124922571,0.249860397,,,
chr1:97598475,chr1,97579950,97617000,2,",SH-EP2,SH-SY5Y",0.750367561,0.841505322,,,
chr1:98925075,chr1,98913600,98936550,2,",753ADRN,SH-SY5Y",0.952438741,0.974724869,,,
chr1:99133800,chr1,99124500,99143100,3,",711ADRN,753ADRN,SH-SY5Y",0.031948556,0.096718578,,,
chr1:99383450,chr1,99368200,99398700,2,",691ADRN,753ADRN",0.013938478,0.05714671,,,
chr20:10498200,chr20,10476900,10519500,3,",691MES,700ADRN,SH-EP2",0.460131329,0.608868049,",SNAP25:ADRN:277424",,
chr20:12153825,chr20,12141150,12166500,2,",691MES,700ADRN",0.905832247,0.942110885,,,
chr20:19969350,chr20,19952700,19986000,2,",717MES,SH-EP2",0.031103745,0.095828377,",INSM1:ADRN:362764,RIN2:MES:82491",,
chr20:25219775,chr20,25202200,25237350,2,",700ADRN,SH-EP2",0.98848243,0.994378752,,,
chr20:30171900,chr20,30129600,30214200,4,",691MES,700MES,717MES,SH-EP2",0.007807302,0.040549087,",ID1:MES:21115",",ID1:MES",ncc
chr20:31051050,chr20,31026600,31075500,4,",700MES,700ADRN,711ADRN,717MES",0.674881257,0.782730391,,,ncc
chr20:31105550,chr20,31093200,31117900,2,",711ADRN,753ADRN",0.88028476,0.92848118,,,ncc
chr20:32163975,chr20,32139750,32188200,3,",691ADRN,753ADRN,SH-SY5Y",0.464091587,0.613619902,,,
chr20:35873625,chr20,35846400,35900850,2,",753ADRN,SH-SY5Y",0.921282865,0.952814015,",NNAT:ADRN:121856",,ncc
chr20:36023400,chr20,36019050,36027750,2,",691ADRN,711ADRN",0.578392023,0.715776279,",NNAT:ADRN:121856",,ncc
chr20:36529050,chr20,36504000,36554100,3,",691ADRN,700ADRN,711ADRN",0.007895025,0.040623939,",NNAT:ADRN:121856",",NNAT:ADRN",
chr20:36614625,chr20,36605100,36624150,4,",691ADRN,700ADRN,711ADRN,753ADRN",0.047848942,0.128266034,",NNAT:ADRN:121856",",NNAT:ADRN",
chr20:36771225,chr20,36732150,36810300,3,",717MES,SH-EP2,SH-SY5Y",0.027181407,0.087642668,,,ncc
chr20:37503675,chr20,37474200,37533150,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.005672528,0.033248157,,,
chr20:3789250,chr20,3775500,3803000,3,",691MES,700MES,SH-EP2",0.220874643,0.367829315,,,ncc
chr20:4026000,chr20,3993600,4058400,2,",691MES,717MES",0.001325055,0.014300268,,,
chr20:42643075,chr20,42609500,42676650,4,",691ADRN,700MES,700ADRN,711ADRN",0.841973518,0.905148762,",GDAP1L1:ADRN:199088,MYBL2:ADRN:313842,TOX2:ADRN:34965",,
chr20:44783375,chr20,44757250,44809500,2,",700MES,700ADRN",0.438025356,0.590907583,",UBE2C:ADRN:315579",,
chr20:45973350,chr20,45932700,46014000,9,",691MES,691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.13629805,0.265565486,,,ncc
chr20:46343850,chr20,46328550,46359150,2,",691ADRN,700ADRN",0.052389516,0.137120276,,,ncc
chr20:46421625,chr20,46402200,46441050,3,",691ADRN,700ADRN,711ADRN",0.03961335,0.110651072,,,ncc
chr20:46632300,chr20,46554600,46710000,3,",700ADRN,711ADRN,SH-EP2",0.171017943,0.308947632,,,
chr20:46999800,chr20,46981200,47018400,2,",700ADRN,711ADRN",0.457896946,0.607786141,,,
chr20:48643800,chr20,48592200,48695400,2,",691MES,717MES",0.034356868,0.100494265,,,ncc
chr20:49743750,chr20,49730400,49757100,3,",691ADRN,711ADRN,753ADRN",0.002015472,0.018392129,,,
chr20:51699000,chr20,51671400,51726600,2,",691MES,717MES",0.03295018,0.097928487,",ZNF217:MES:10736",,
chr20:51890950,chr20,51818000,51963900,2,",700MES,717MES",0.049242942,0.13116406,",ZNF217:MES:10736",,
chr20:52234650,chr20,52188900,52280400,5,",691MES,691ADRN,700MES,717MES,SH-EP2",0.014440238,0.057970231,",ZNF217:MES:10736",",ZNF217:MES",ncc
chr20:52407400,chr20,52339800,52475000,3,",691ADRN,717MES,SH-EP2",0.00510885,0.031331767,",ZNF217:MES:10736",",ZNF217:MES",ncc
chr20:55830075,chr20,55810950,55849200,2,",691ADRN,700ADRN",0.604567584,0.728637654,",BMP7:ADRN:7493",,ncc
chr20:56250100,chr20,56236700,56263500,2,",691ADRN,753ADRN",0.458588348,0.607786141,",BMP7:ADRN:7493",,
chr20:56805675,chr20,56784750,56826600,3,",700MES,700ADRN,753ADRN",0.450955395,0.603452388,,,
chr20:57031875,chr20,57012750,57051000,3,",700ADRN,753ADRN,SH-SY5Y",0.358674613,0.518987683,,,
chr20:57124950,chr20,57111300,57138600,2,",700ADRN,SH-EP2",0.705069536,0.809271802,",NELFCD:ADRN:70562",,
chr20:57456475,chr20,57427250,57485700,4,",700MES,700ADRN,711ADRN,SH-SY5Y",0.87802312,0.92829162,",NELFCD:ADRN:70562",,
chr20:57848475,chr20,57775650,57921300,4,",691MES,700MES,700ADRN,717MES",0.119905419,0.242625668,",NELFCD:ADRN:70562",,ncc
chr20:57999375,chr20,57955500,58043250,4,",691MES,700MES,700ADRN,717MES",0.210463241,0.356201535,",NELFCD:ADRN:70562",,
chr20:5821350,chr20,5787000,5855700,3,",700ADRN,753ADRN,SH-SY5Y",0.01460567,0.05849307,",CHGB:ADRN:36273",,
chr20:62087725,chr20,62065750,62109700,5,",691ADRN,700MES,700ADRN,711ADRN,753ADRN",0.287517265,0.448268006,",EEF1A2:ADRN:20968",",EEF1A2:ADRN",ncc
chr20:62471250,chr20,62396100,62546400,2,",691MES,717MES",0.005421295,0.032294595,",EEF1A2:ADRN:20968",,ncc
chr20:8407950,chr20,8379900,8436000,3,",700MES,700ADRN,SH-SY5Y",0.901871728,0.940904739,,,
chr20:8620500,chr20,8595450,8645550,2,",691MES,SH-SY5Y",0.081644267,0.187162443,,,
chr20:9064800,chr20,9046500,9083100,3,",691ADRN,700MES,SH-SY5Y",0.617801504,0.740447083,,,
chr20:9241575,chr20,9139050,9344100,5,",691ADRN,700MES,700ADRN,717MES,SH-SY5Y",0.305147118,0.468286713,,,
chr21:17966475,chr21,17951400,17981550,4,",691ADRN,700ADRN,711ADRN,753ADRN",0.822621971,0.893593278,,,
chr21:29478900,chr21,29466600,29491200,3,",691ADRN,700ADRN,753ADRN",0.162963287,0.302620094,,,
chr21:29629650,chr21,29609400,29649900,3,",691ADRN,753ADRN,SH-SY5Y",0.163985422,0.303041641,,,
chr21:29722425,chr21,29704050,29740800,3,",691ADRN,700ADRN,SH-SY5Y",0.132642573,0.261067382,,,
chr21:29755500,chr21,29744700,29766300,2,",691ADRN,700ADRN",0.376456755,0.533440897,,,
chr21:32531400,chr21,32502600,32560200,3,",700ADRN,753ADRN,SH-SY5Y",0.005164401,0.03137544,",TIAM1:ADRN:371090",,
chr21:36580800,chr21,36566000,36595600,2,",691MES,SH-EP2",0.012288839,0.053824707,,,
chr21:40367750,chr21,40354800,40380700,3,",691ADRN,711ADRN,753ADRN",0.394824709,0.551891226,,,
chr21:46781325,chr21,46766550,46796100,3,",691MES,700MES,SH-EP2",0.000183105,0.004932905,,,ncc
chr21:47122575,chr21,47110050,47135100,2,",753ADRN,SH-SY5Y",0.011727519,0.052536757,",COL6A1:MES:266562,COL6A2:MES:382932",,
chr22:19976325,chr22,19947300,20005350,4,",691ADRN,700MES,711ADRN,717MES",0.855595643,0.914160803,",RANBP1:ADRN:98110",,ncc
chr22:20240125,chr22,20208000,20272250,2,",700MES,717MES",0.142082007,0.274901391,",RANBP1:ADRN:98110",,ncc
chr22:23860800,chr22,23832600,23889000,5,",691MES,700MES,711ADRN,717MES,753ADRN",0.516964143,0.663470584,,,ncc
chr22:24813075,chr22,24772800,24853350,2,",753ADRN,SH-SY5Y",0.664910857,0.774748545,,,ncc
chr22:25877550,chr22,25858200,25896900,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.015581975,0.06093469,",ADRBK2:ADRN:63960",,
chr22:26080050,chr22,26050500,26109600,3,",691ADRN,711ADRN,SH-SY5Y",0.012758354,0.054231162,",ADRBK2:ADRN:63960",,
chr22:28431600,chr22,28407900,28455300,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.01239897,0.053824707,,,ncc
chr22:28508850,chr22,28488600,28529100,3,",700ADRN,753ADRN,SH-SY5Y",0.011412575,0.051764819,,,
chr22:30624750,chr22,30573600,30675900,2,",717MES,SH-EP2",0.006966372,0.038085888,,,ncc
chr22:33276225,chr22,33264900,33287550,2,",691MES,691ADRN",0.981077629,0.992160278,,,
chr22:33308850,chr22,33290850,33326850,2,",691ADRN,753ADRN",0.741684206,0.834583041,,,
chr22:33359175,chr22,33345750,33372600,2,",691MES,753ADRN",0.609721143,0.733784605,,,
chr22:36306300,chr22,36272250,36340350,3,",691MES,700MES,SH-SY5Y",0.194084195,0.338280413,,,
chr22:36390600,chr22,36344850,36436350,7,",691MES,691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.143373677,0.276756156,,,
chr22:38139750,chr22,38113800,38165700,2,",711ADRN,717MES",0.199444134,0.343498601,",LGALS1:MES:42188",",LGALS1:MES",ncc
chr22:42230125,chr22,42216500,42243750,3,",700MES,700ADRN,711ADRN",0.692760036,0.797345692,",SEPT3:ADRN:129180",,ncc
chr22:42774000,chr22,42704100,42843900,2,",717MES,753ADRN",0.749597178,0.841505322,",SEPT3:ADRN:129180",",SEPT3:ADRN",ncc
chr22:46398050,chr22,46384200,46411900,3,",700MES,717MES,SH-EP2",0.305102797,0.468286713,,,
chr22:47147400,chr22,47118900,47175900,3,",711ADRN,717MES,SH-EP2",0.529015281,0.673218528,",CERK:ADRN:15252",",CERK:ADRN",ncc
chr22:49032000,chr22,49015950,49048050,2,",691ADRN,711ADRN",0.198770292,0.343049039,,,ncc
chr22:50721600,chr22,50674800,50768400,2,",700MES,717MES",0.070061868,0.167538642,",CRELD2:MES:362523",,ncc
chr2:100895475,chr2,100878750,100912200,2,",700MES,700ADRN",0.047695343,0.128165993,,,
chr2:106659300,chr2,106623300,106695300,2,",700MES,717MES",0.000145094,0.004728349,,,
chr2:109285200,chr2,109264400,109306000,3,",700MES,700ADRN,SH-EP2",0.591136825,0.722057804,,,
chr2:112146150,chr2,112016100,112276200,6,",691MES,700MES,711ADRN,753ADRN,SH-EP2,SH-SY5Y",0.30292584,0.467792518,,,ncc
chr2:118419825,chr2,118349550,118490100,3,",700ADRN,753ADRN,SH-SY5Y",0.01976209,0.070331034,,,
chr2:11886450,chr2,11852400,11920500,2,",700ADRN,SH-SY5Y",0.988848191,0.994378752,,,
chr2:11996100,chr2,11964300,12027900,2,",700MES,717MES",0.224179711,0.371472263,,,
chr2:12070950,chr2,12030600,12111300,2,",700MES,717MES",0.000137188,0.004711749,,,
chr2:12241800,chr2,12216300,12267300,2,",691MES,717MES",0.047685913,0.128165993,,,
chr2:12311850,chr2,12300000,12323700,3,",700MES,700ADRN,753ADRN",0.089845327,0.198041027,,,
chr2:12408900,chr2,12386550,12431250,2,",700MES,700ADRN",0.038484688,0.108778148,,,
