Chromosome,Start,End,Type (NB or hNCC),Gene(s),TF(s),Number of NB cell lines,#cell lines with SE (group I),#cell lines with SE (group II),Median Score over 25 cell lines,"Median score, group I","Median score, group II","Median score, hNCC",FC Score Group I over Group II,Wilcoxon p-value (two sided test),Loadings to PC1,Loadings to PC2,Has 15% overlap with hNCC SEs,Pearson Corr. with gene expression
chr16,69825898,69885501,NB,,,2,2,0,3550.419623,3554.75193,4824.543571,4025.600164,0.736805851,0.962406015,0.257359776,0.261748885,0,
chr22,37879198,37968151,NB,CARD10|CDC42EP1|CYTH4|RAC2|ELFN2|LGALS2,,3,0,1,3549.296997,2863.408531,17397.62752,30035.82619,0.16458615,0.006015038,0.193199864,-0.770896309,1,0.82|0.75|0.6|0.53|0.52|0.47
chr7,67605848,67730201,NB,,,4,4,0,3546.937363,4905.880208,16.93106388,2916.044995,289.7561691,0.055390288,1.179888761,1.809843855,0,
chr15,83471948,83521551,NCC,WHAMM,,0,0,0,3543.300894,2977.767069,14513.95577,13059.48479,0.205165781,0.001503759,0.131205466,-0.394172303,1,0.69
chr5,171528548,171612845,NCC,STK10,,0,0,0,3542.097128,3124.314015,10494.73036,16462.44529,0.297703124,0.006015038,0.245835857,-0.367893849,1,0.65
chr6,34248098,34357940,NB,TCP11|SCUBE3,,3,1,1,3541.80093,3255.751926,10640.40472,4129.860316,0.305980084,0.079699248,0.096121584,-0.025930845,0,0.47|0.44
chr1,151166448,151224695,NCC,,,3,0,3,3538.325376,3178.456463,17924.84496,14836.64144,0.177321281,0.001503759,0.124855371,-0.498027455,1,
chr4,52933498,53027901,NB,DANCR|SNORA26|MIR4449,,5,5,0,3535.269332,4760.532972,191.7178387,558.0295342,24.83093386,0.001503759,0.314404816,1.415482832,0,0.47|0.41|0.39
chr12,30238898,30306451,NB,,,2,1,0,3532.476126,3599.494172,515.8234376,977.997512,6.978151651,0.006015038,0.511979594,1.681386006,0,
chr1,221966748,222065901,NCC,DUSP10,,1,0,1,3531.835858,2510.211836,19458.63082,14945.75532,0.12900249,0.003007519,0.230210288,-0.486238412,1,0.47
chr15,52124498,52201151,NCC,TMOD3,,4,0,3,3527.870876,2197.75236,34268.44464,17183.24127,0.064133414,0.001503759,0.196935247,-0.769471677,1,0.59
chr11,131731298,132029251,NB,NTM,,6,3,2,3527.495998,2443.537324,64760.38914,95041.39474,0.037731974,0.247150856,1.051922983,-1.008751989,1,0.71
chr13,99094698,99162951,NCC,,,7,3,2,3523.799756,3219.775172,7720.449063,12328.84113,0.417045064,0.02406015,0.067715198,-0.163473334,1,
chr3,138999248,139075401,NB,FOXL2NB,,4,1,0,3522.517875,2669.537209,13231.59712,25808.71138,0.201754723,0.001503759,0.182685138,-0.627490362,1,0.37
chr3,111565098,111694651,NCC,PHLDB2|PLCXD2|ZBED2,ZBED2,4,0,3,3521.283243,2566.314594,28965.5401,34655.37177,0.088598886,0.001503759,0.412388477,-1.214447132,1,0.7|0.5|0.41
chr9,94157398,94196551,NCC,NFIL3,NFIL3,1,0,0,3520.259662,3274.307967,11641.05983,12065.43806,0.281272325,0.001503759,0.195023145,-0.354007412,1,0.39
chr7,140770448,140794151,NB,TMEM178B|DENND2A|BRAF|SSBP1,,2,2,0,3519.337297,4424.566565,291.4680057,303.5211431,15.18028215,0.010526316,0.780283663,2.146128154,0,0.78|0.42|0.39|0.37
chr3,130615931,130692701,NCC,ATP2C1|NEK11,,2,1,1,3516.597745,3388.64717,13467.98272,20589.99271,0.251607627,0.12481203,0.113074649,-0.307627948,1,0.51|0.47
chr4,148394998,148512051,NB,EDNRA,,3,3,0,3516.41215,3303.298251,7652.131201,11836.56239,0.431683431,0.669172932,0.190980865,-0.038608972,0,0.7
chrX,117471448,117492901,NB,,,2,2,0,3514.205162,3346.110159,10111.67197,4361.060805,0.330915616,0.10075188,0.254434497,-0.051059869,0,
chr14,68399248,68515051,NB,ZFP36L1|RAD51B,,2,0,1,3513.588941,2576.49596,15382.46924,6643.679655,0.167495603,0.001503759,0.322984345,-0.467680566,0,0.48|0.38
chr20,51363798,51425951,NB,TSHZ2,,2,2,0,3507.137715,4218.890422,30.70608536,23.16056797,137.3959062,0.001503759,0.934197114,2.91284623,0,0.69
chr17,7087048,7118427,NB,,,3,3,0,3503.400883,4588.380735,2364.836477,2091.981443,1.940252859,0.016541353,0.134567274,0.724821718,0,
chr9,80031548,80140551,NB,GNA14,,2,1,0,3502.058871,2759.208373,3751.209324,15205.46799,0.735551694,0.813533835,0.357899847,-0.016676292,1,0.43
chr3,81765148,81818751,NCC,GBE1,,5,1,3,3501.505502,3190.760729,31225.00036,23886.28627,0.102186091,0.001503759,-0.070194675,-0.687459686,1,0.78
chr18,39537696,39643351,NCC,,,5,2,3,3498.014712,2923.914508,15375.92963,14072.63015,0.190161803,0.006015038,0.174102732,-0.439934029,1,
chr6,85257148,85398651,NB,TBX18,TBX18,5,0,3,3497.928617,2088.753603,43333.84106,23834.86528,0.048201441,0.001503759,0.381637118,-1.143572376,1,0.51
chr7,93995748,94070601,NCC,COL1A2,,5,1,3,3494.240934,2934.200966,34948.88652,26391.75691,0.083956923,0.001503759,0.476453844,-1.066492816,1,0.44
chr2,191748044,191827401,NCC,STAT1|GLS,STAT1,3,0,2,3492.533587,2610.494252,17957.08198,19170.46298,0.145374079,0.003007519,0.161574922,-0.536867837,1,0.52|0.38
chr2,230821098,230872051,NB,SLC16A14,,3,3,0,3492.214657,3972.518685,1550.637312,962.5288479,2.561861922,0.010526316,0.343920961,0.850486563,0,0.4
chr22,30573848,30659551,NCC,LIF|SEC14L2|RNF215|TBC1D10A|GATSL3,,5,0,3,3485.000413,3062.026671,57749.91704,45547.74361,0.053022183,0.001503759,-0.056909186,-0.999072582,1,0.77|0.69|0.59|0.56|0.51
chr10,103633698,103774801,NB,,,2,0,2,3479.829567,3211.341905,26629.70496,10385.55031,0.12059247,0.001503759,0.068550041,-0.403081443,0,
chr15,70070498,70191001,NB,,,2,2,0,3477.047626,5010.417265,216.2255894,8382.405138,23.17217531,0.003007519,0.468943233,1.206860496,0,
chr17,39749348,39824001,NB,KRT9|LINC00974|KRTAP4-3|KRT17|KRT16,,2,2,0,3476.014056,3559.810404,2985.032674,3905.568185,1.192553246,0.813533835,0.299306821,0.381681487,0,0.5|0.48|0.45|0.45|0.38
chr9,87983348,88049001,NB,NTRK2,,2,2,0,3474.013236,4812.84923,145.7323459,1382.298273,33.02526423,0.010526316,0.642967014,1.461751491,0,0.45
chr13,40419198,40512801,NB,,,2,1,1,3472.790297,3681.872184,440.5030517,2742.417445,8.358335249,0.533834586,0.522522702,0.435249724,0,
chr7,23892398,23980251,NB,NPY,,2,1,0,3471.852026,3447.528043,126.7271384,413.7569046,27.20433908,0.001503759,0.506505159,1.812559346,0,0.61
chrX,76849998,76974801,NB,,,2,1,1,3471.307511,2702.733862,12965.45913,5093.00314,0.208456472,0.061654135,0.261638749,-0.114244566,0,
chr7,79219498,79251651,NB,MAGI2,,2,1,0,3469.968372,4395.508171,1268.718529,263.8322973,3.464525873,0.006015038,0.359673598,1.144452622,0,0.39
chr10,34976048,35055601,NCC,,,6,1,2,3469.277369,2855.716445,10779.33739,12645.33955,0.264925045,0.001503759,0.170674016,-0.436373356,1,
chr14,63338448,63479201,NB,KCNH5,,4,2,0,3469.181651,3540.333939,181.4183131,1127.887423,19.51475504,0.079699248,0.443798506,1.013512665,0,0.48
chr15,71919498,72099501,NB,THSD4|CT62|LARP6,,5,0,2,3465.387974,2543.162208,17709.24992,13646.61216,0.143606433,0.007716814,0.674893222,-1.201623519,0,0.65|0.4|0.37
chr9,140067748,140092662,NB,CCDC183-AS1,,3,2,1,3460.946504,3175.376729,6420.940919,4508.516489,0.494534488,0.02406015,0.112330353,0.058334724,0,0.37
chrX,21648648,21765951,NB,CNKSR2|KLHL34,,5,5,0,3459.304165,3707.281921,5564.92675,2096.546066,0.666187011,0.813533835,0.186221632,0.658899167,0,0.7|0.45
chr6,112500598,112573327,NB,LAMA4|RFPL4B,,6,4,1,3456.811713,3732.239302,16078.65118,5783.219147,0.232123905,0.356390977,0.226509764,0.054079763,0,0.78|0.56
chr2,188824248,188865351,NB,,,3,3,0,3456.502394,3599.574542,1231.946221,764.4501128,2.921860127,0.016541353,0.366532596,0.953874501,0,
chr12,25733948,25812501,NB,LMNTD1,,2,1,0,3454.201417,4369.949117,1525.671429,2399.752996,2.864279316,0.046616541,0.412120106,0.883325164,0,0.46
chr16,68381348,68479908,NB,SMPD3|ZFP90,ZFP90,3,3,0,3454.006735,5522.471893,638.9794883,1323.454154,8.642643456,0.001503759,0.159534857,1.348952018,0,0.7|0.38
chr2,21470798,21554401,NB,,,4,4,0,3452.451105,5832.698843,53.63494347,1566.766351,108.7481121,0.001503759,0.625420102,2.169119955,0,
chr8,120685548,120798501,NB,ENPP2,,3,3,0,3449.688302,3590.095392,2663.823614,2465.545967,1.347722639,0.669172932,0.245198676,0.442198694,0,0.59
chr3,25607798,25703287,NB,NGLY1|RARB,RARB,2,0,2,3448.576971,2649.765454,10760.132,20934.62229,0.246257709,0.001503759,0.138303716,-0.552346309,1,0.43|0.41
chr1,37918698,37977701,NB,LINC01137|ZC3H12A|MTF1|FHL3,MTF1,4,0,2,3445.370772,3012.078862,27671.4549,18705.05177,0.108851482,0.001503759,-0.040523078,-0.674699474,1,0.77|0.62|0.56|0.4
chr3,116889548,117027451,NB,LSAMP,,3,2,0,3445.071233,3354.285234,221.8818308,1288.31624,15.11743986,0.10075188,0.352929069,1.222055538,0,0.57
chr6,98073398,98154501,NB,,,4,4,0,3439.694713,3475.334978,1151.147935,9445.858043,3.019016819,0.184962406,0.369222181,0.527907895,0,
chrX,108932448,108983401,NB,ACSL4,,2,1,1,3438.492391,2880.518922,23192.17568,9132.037784,0.124202186,0.003007519,0.170913928,-0.386562211,0,0.51
chr20,44762898,44912351,NB,MMP9|CDH22,,7,7,0,3435.062519,5993.658934,613.3078271,166.7358354,9.772676409,0.001503759,0.337333328,2.095808105,0,0.59|0.54
chr18,39730848,39773901,NB,,,2,2,0,3434.154541,3827.971901,3085.418783,906.158594,1.240665262,0.962406015,0.439950031,0.399265695,0,
chr2,38424148,38473351,NB,,,2,1,1,3433.221471,3562.643203,0,1617.893034,Inf,0.144901685,0.880009629,2.001041386,0,
chr7,29310848,29386001,NB,CHN2|CPVL|TRIL,,2,2,0,3428.532848,4346.679546,63.19755849,33.07705112,68.77923214,0.001503759,0.988661222,2.634016765,0,0.74|0.73|0.53
chr4,124720798,124875501,NB,SPRY1|LINC01091,,5,2,0,3427.171768,2820.88373,3427.171768,8433.00043,0.82309377,0.962406015,0.104981331,-0.159908555,0,0.81|0.64
chr20,43950748,43988075,NCC,SDC4|WFDC3|WFDC10B|PIGT|WFDC13,,3,0,2,3425.928721,2440.0925,21493.2378,19897.12999,0.113528381,0.001503759,0.384271378,-0.84589793,1,0.9|0.56|0.41|0.4|0.37
chr7,131708148,131762051,NB,,,3,2,0,3424.372958,2879.462914,4834.643528,3728.591731,0.595589498,0.153383459,0.387611911,0.01188614,0,
chr1,16075648,16129851,NCC,FBLIM1|DNAJC16|PLEKHM2,,5,2,1,3423.947417,3042.731865,7756.707277,19362.61142,0.39227107,0.016541353,0.142620664,-0.350443699,1,0.69|0.43|0.39
chr4,141574098,141674970,NB,TBC1D9,,2,1,0,3419.294248,3348.68822,7029.801453,12476.05667,0.476356017,0.10075188,-0.060934335,-0.042693798,0,0.57
chr6,84285898,84343151,NB,SNAP91|RIPPLY2|MRAP2,,4,4,0,3417.091687,4234.733044,198.1448088,699.5588549,21.37191011,0.003007519,0.40457301,1.477488378,0,0.85|0.83|0.52
chr4,47780048,47833601,NB,,,2,2,0,3416.740319,4009.273984,298.7531986,7.06362591,13.42002028,0.003007519,0.603464247,1.965715367,0,
chr9,107787998,107845551,NCC,ABCA1,,2,0,2,3416.699285,2419.840355,11160.84365,13522.44463,0.216815183,0.001503759,0.331582349,-0.483595963,1,0.71
chr10,80604998,80627001,NB,ZMIZ1,ZMIZ1,4,4,0,3414.281789,4103.838852,58.14845213,48.97643079,70.57520366,0.001503759,0.871579381,2.942513052,0,0.84
chr1,100406198,100445251,NB,,,2,2,0,3413.91893,3470.548257,3918.078443,2880.732087,0.885778146,0.669172932,0.35518015,0.256623542,0,
chr1,68400398,68433251,NB,,,4,2,0,3411.614783,3482.02671,1516.719402,1772.934841,2.295761962,0.10075188,0.365406549,0.602196714,0,
chr3,29175048,29229951,NB,,,2,1,1,3410.010511,3235.29265,6072.337148,10452.12468,0.532791999,0.034586466,0.143852321,-0.147936543,0,
chr8,107015148,107117251,NB,ZFPM2-AS1,,3,0,2,3409.197367,2574.032626,35394.28383,33195.35392,0.072724529,0.003007519,0.628384883,-1.382361708,1,0.56
chr12,59260648,59327751,NCC,LRIG3,,1,0,0,3406.61358,2979.521145,219.3809384,15515.16439,13.58149512,0.880013706,1.333559354,-0.246633889,1,0.85
chr1,244101298,244147801,NB,,,3,2,1,3406.371337,4577.196582,5236.743615,1389.983491,0.874053977,0.887218045,0.260252466,0.499074035,0,
chr1,89156398,89301601,NB,,,2,1,1,3404.176416,3200.785695,23248.04656,15771.01315,0.13767977,0.010526316,0.072206948,-0.473993947,0,
chr1,210034048,210075901,NCC,SERTAD4-AS1,,4,1,2,3402.504398,3188.086521,15120.71494,14836.65119,0.210842314,0.221052632,0.171116589,-0.282851164,1,0.38
chr17,43141177,43207390,NCC,PLCD3,,10,5,3,3397.933411,2832.600451,31497.3562,12560.6803,0.089931372,0.003007519,0.036988188,-0.528707243,1,0.57
chr4,40289848,40342751,NB,RBM47|NSUN7,,2,0,1,3396.687477,3471.340041,2738.814887,6266.540905,1.26746063,0.470676692,0.130145108,0.362580284,0,0.44|0.41
chr9,112775398,112943801,NB,AKAP2|C9orf152|PALM2|PALM2-AKAP2,,5,0,3,3394.758858,2409.264278,63495.4104,52882.08511,0.037943912,0.007716814,0.817054892,-1.74074419,1,0.82|0.63|0.5|0.48
chr7,100731283,100787551,NB,TRIM56|PLOD3|SERPINE1|AP1S1|ZNHIT1,,7,1,3,3394.617494,1447.051662,43835.07252,56304.13845,0.033011276,0.007716814,1.171104375,-2.036549858,1,0.74|0.7|0.62|0.57|0.4
chr8,12950798,13016901,NB,DLC1,,4,2,2,3391.272308,3302.725095,22200.35671,24274.20284,0.14876901,0.006015038,0.30110764,-0.619553741,1,0.76
chr10,60262498,60352401,NCC,BICC1,,2,0,1,3389.159589,3319.906369,7210.239555,23676.02852,0.460443283,0.470676692,0.230524029,0.060151195,1,0.72
chr13,46029698,46102451,NCC,SLC25A30,,0,0,0,3382.357736,3027.570799,17134.90767,14591.96714,0.176690231,0.001503759,0.144234811,-0.476263933,1,0.49
chr12,131686998,131794501,NB,RIMBP2|TMEM132C|GLT1D1|ADGRD1|LINC01257|SFSWAP|LINC00939|STX2|RAN,,3,3,0,3381.850515,5806.542661,0,0,Inf,0.007657361,1.174581019,4.368225269,0,0.91|0.51|0.49|0.48|0.44|0.42|0.41|0.4|0.37
chr2,45371798,45448801,NB,LINC01121|SRBD1,,2,0,1,3380.758072,3285.811821,9715.70778,1859.171997,0.338195826,0.221052632,0.296987051,0.251758805,0,0.7|0.41
chr14,35002948,35096814,NCC,CFL2|FAM177A1|SNX6|EAPP|SRP54,,3,0,3,3374.119495,3305.66633,14422.14529,22007.30407,0.229207671,0.003007519,0.124672926,-0.340659656,1,0.7|0.69|0.62|0.43|0.41
chr6,43635098,43685651,NB,MAD2L1BP,,4,3,0,3373.6965,3479.287959,3373.6965,3696.579954,1.031298446,0.669172932,0.231358817,0.30661057,0,0.57
chr14,68543148,68718201,NCC,ZFP36L1,,5,0,3,3373.368199,3003.722502,57262.49897,45839.01904,0.052455316,0.001503759,0.004128559,-1.286216529,1,0.68
chr8,143741348,143779027,NB,LY6K|PSCA|GLI4,GLI4,2,0,2,3368.933182,3094.874692,31989.90915,14843.25252,0.096745342,0.001503759,0.081751713,-0.503447394,1,0.83|0.69|0.41
chr2,157285998,157368201,NB,GPD2,,2,0,2,3368.195518,2250.888082,15101.35718,8918.811264,0.149052039,0.007716814,0.707231841,-0.727036131,0,0.76
chr8,67367448,67522979,NCC,ADHFE1|C8orf46|SGK3|MYBL1|C8orf44|RRS1-AS1,MYBL1,5,0,3,3367.34188,2451.811,78696.1634,61089.92274,0.031155407,0.001503759,0.342251756,-1.624789112,1,0.66|0.62|0.51|0.48|0.42|0.4
chr4,169524248,169692851,NCC,PALLD|DDX60L|DDX60,,4,0,3,3364.586677,2269.105337,53483.21519,41358.80062,0.042426495,0.001503759,0.458280652,-1.345593497,1,0.69|0.52|0.52
chr10,31070198,31136551,NB,ZNF438,,3,1,1,3364.508202,3119.810986,3770.028821,5635.516894,0.827529744,0.356390977,0.16375764,0.132229794,0,0.39
chr11,122499448,122685601,NB,UBASH3B|C11orf63,,3,1,2,3362.48631,2634.379824,67941.99936,66687.96268,0.038773952,0.01035693,0.664912516,-1.433920001,1,0.67|0.49
chr19,6048148,6108163,NB,RFX2|DENND1C,RFX2,6,3,1,3361.521238,2156.789317,16353.67418,8861.994498,0.131884083,0.023693101,1.413332559,-1.016345111,0,0.65|0.42
chr2,189901948,190042104,NCC,COL5A2|COL3A1,,5,1,3,3360.578953,2682.918152,52397.55303,34438.84554,0.051203119,0.001503759,0.045108832,-1.010295109,1,0.81|0.4
chr8,17346398,17431401,NB,SLC7A2|PDGFRL|FGL1|MTMR7,,4,3,0,3359.883085,4208.621904,2188.415756,4105.078592,1.923136356,0.261654135,0.271495601,0.389345824,0,0.69|0.52|0.5|0.42
chrX,13870148,13959851,NB,GPM6B,,3,3,0,3359.062868,4674.199047,357.7393761,650.1612008,13.06593391,0.003007519,0.274446886,1.274385281,0,0.89
chr9,138217898,138301751,NB,OLFM1,,4,4,0,3358.515821,3948.022749,270.7878543,40.5550526,14.57976303,0.006015038,1.247823517,3.209437628,0,0.66
chr22,47486298,47561951,NB,,,2,1,0,3357.616088,2909.926304,3531.645773,3372.52972,0.82395758,0.221052632,0.268704307,0.200341035,0,
chr4,143104798,143340001,NB,INPP4B,,3,0,3,3351.448917,3180.057891,53996.12777,25437.89082,0.058894184,0.001503759,0.136460474,-0.927486959,0,0.83
chr4,180977298,181129101,NB,,,2,1,1,3350.346483,3948.165169,16.02533319,6260.678934,246.3702391,0.412030075,0.625570202,1.470983088,0,
chr11,83726498,83855151,NB,DLG2,,2,2,0,3346.076745,3534.184447,1074.234095,2226.116208,3.289957434,0.046616541,0.26749172,0.831104321,0,0.6
chr10,28957398,28976151,NB,BAMBI,,2,2,0,3343.792188,4227.76049,1256.212997,3643.374483,3.365480614,0.010526316,0.512879342,0.39709923,0,0.8
chr15,65136579,65198001,NCC,PLEKHO2,,2,2,0,3343.500613,3233.918535,9845.219785,12677.45569,0.328476012,0.006015038,0.103274852,-0.291146317,1,0.47
chr8,29819598,29887151,NB,LINC00589|DUSP4|SARAF,,2,1,0,3343.247974,2636.278246,4830.602818,10140.3993,0.545745189,0.221052632,0.202771751,-0.102547902,0,0.64|0.48|0.42
chr12,64341698,64406501,NCC,SRGAP1,,10,7,2,3341.941382,3004.998103,18196.13245,11581.68587,0.16514488,0.079699248,0.250399177,-0.199081011,1,0.77
chr5,83194048,83290601,NCC,HAPLN1|EDIL3,,3,1,2,3340.017549,2562.424023,34611.528,17311.57853,0.074033831,0.006015038,0.600304988,-0.952815789,1,0.62|0.6
chr4,4753248,4808201,NB,MSX1,MSX1,3,2,0,3338.800493,3547.574306,1083.125763,1826.169642,3.275311534,0.669172932,0.628884626,0.399259623,0,0.61
chr11,122499898,122684001,NCC,UBASH3B|C11orf63,,3,1,2,3334.572359,2613.695211,67615.6443,66564.85179,0.038655185,0.01035693,0.661992376,-1.429890581,1,0.67|0.49
chr5,59039448,59145601,NB,,,2,0,1,3333.804057,2707.80774,12116.68742,16479.16464,0.22347756,0.006015038,0.714648446,-0.988524356,1,
chr9,75636898,75800201,NB,ANXA1,,7,1,3,3332.678705,2677.156643,34495.67593,19040.58036,0.07760847,0.001503759,0.548876943,-1.279990625,1,0.61
chr2,11622298,11662151,NB,GREB1|E2F6,E2F6,2,2,0,3332.327457,3949.467709,71.34340551,83.78167194,55.35855319,0.001503759,0.849590502,2.351883673,0,0.87|0.55
chr4,147932948,148025151,NB,,,3,3,0,3332.001059,3212.493284,813.8643937,4184.274865,3.947209522,0.261654135,0.471265459,0.287794518,0,
chr3,183875781,183901361,NCC,AP2M1,,3,0,1,3331.972211,3037.727755,18353.38504,12116.95668,0.165513215,0.003007519,0.124845859,-0.407869417,1,0.63
chr7,102020798,102039501,NB,,,2,1,1,3331.263029,3299.139005,3131.91074,2924.356315,1.053394965,0.962406015,0.330730858,0.246450965,0,
chr4,62227148,62368401,NB,,,2,1,1,3330.927966,3003.346664,6147.937052,6526.104788,0.488512917,0.221052632,0.181496858,-0.082263152,0,
chr8,67024648,67051951,NCC,TRIM55|DNAJC5B|RRS1-AS1,,6,1,3,3328.637102,1834.563734,30836.16148,24324.62373,0.059493907,0.001503759,0.324130076,-0.868738865,1,0.72|0.55|0.45
chr6,151744098,151779251,NCC,CCDC170,,4,1,3,3328.311754,3073.820305,14775.01529,13329.4937,0.208041768,0.003007519,0.074191975,-0.349955224,1,0.55
chr10,4676748,4858701,NB,LINC00704|LINC00705|KLF6|TUBAL3|LINC00702|PITRM1,KLF6,5,0,3,3325.388188,2426.586226,121569.6766,46282.90098,0.019960456,0.001503759,-0.085680483,-1.508079739,1,0.69|0.65|0.55|0.55|0.49|0.46
chr3,192529748,192633449,NCC,MB21D2,,6,2,2,3322.951156,1101.765113,18485.32335,43846.1452,0.059602155,0.013194006,1.152573109,-1.666273655,1,0.83
chr1,235855498,236027601,NB,LYST,,2,0,2,3322.853107,3181.338604,27098.77375,9283.099046,0.117397881,0.003007519,0.102314981,-0.368199987,0,0.49
chr1,117161798,117207813,NB,IGSF3|TTF2,,3,2,0,3322.234221,4293.935268,343.362943,374.1222569,12.50552908,0.261654135,0.33951356,1.372949845,0,0.76|0.42
chr4,96593948,96660101,NB,UNC5C|BMPR1B,,2,2,0,3318.341569,4347.381471,551.8210034,1161.703147,7.878245743,0.010526316,0.372609125,0.986096269,0,0.67|0.55
chr2,202949298,203051451,NB,FZD7,,2,1,0,3318.063948,3479.825647,3162.907776,5403.256001,1.100198265,0.739849624,0.740275,0.066840969,0,0.69
chr10,21602898,21717101,NCC,,,4,0,3,3316.642527,2587.637287,39167.97786,19200.68763,0.066065123,0.001503759,0.175632888,-0.893029985,1,
chr3,36683298,36756501,NCC,PDCD6IP,,1,1,0,3311.809914,2624.051479,7657.350143,14073.34494,0.342684013,0.001503759,0.397625506,-0.226031071,1,0.41
chr19,46013185,46091951,NB,VASP|PPP1R13L|QPCTL|FOSB|EML2-AS1|OPA3,FOSB,2,0,2,3310.401755,3116.316705,24029.67063,12432.02324,0.129686201,0.003007519,0.161960756,-0.4285379,0,0.64|0.61|0.59|0.41|0.4|0.37
chr3,130615931,130680351,NB,ATP2C1|NEK11,,2,1,1,3309.443118,3207.595974,11225.86164,15037.5503,0.285732719,0.153383459,0.192961234,-0.2075179,1,0.53|0.43
chr11,119803448,119906201,NB,NECTIN1|TRIM29|USP2-AS1,,6,6,0,3308.128814,6124.63553,377.1191282,126.5543514,16.24058573,0.001503759,0.437195714,2.069929638,0,0.79|0.52|0.46
chr5,9415498,9523851,NB,SEMA5A|MIR4458HG,,4,3,0,3307.759891,3586.689391,1902.435665,8300.124676,1.88531442,0.6,0.744843695,0.625996589,0,0.59|0.43
chr4,113430148,113525751,NB,NEUROG2|TIFA,NEUROG2,5,5,0,3306.51231,3489.567305,6684.915362,1580.394092,0.522006206,0.412030075,0.361559669,0.359661562,0,0.77|0.45
chrX,109615148,109680001,NB,RGAG1,,2,1,1,3304.516353,3110.881581,28522.35769,7035.302258,0.109068178,0.010526316,0.226363861,-0.303881413,0,0.51
chr9,76888798,76996501,NB,RORB,RORB,5,4,0,3302.966572,5311.377711,261.1356806,172.6295855,20.33953269,0.049942007,1.259289065,0.888369251,0,0.72
chr6,163838172,163918901,NCC,,,9,5,3,3302.676036,2678.173342,23572.73388,14232.85789,0.113613184,0.034586466,0.177041601,-0.436646614,1,
chr16,52464948,52614301,NB,TOX3,TOX3,4,4,0,3299.318535,5564.914638,945.5992402,21.02331822,5.885066741,0.412030075,0.750143223,2.567946918,0,0.7
chr10,103184498,103247951,NB,,,2,2,0,3297.207024,4438.098765,1253.779093,524.2132458,3.539777295,0.016541353,0.253385324,1.158435888,0,
chr8,143742598,143764851,NCC,LY6K|PSCA|GLI4,GLI4,2,0,2,3295.78862,3024.968047,28607.41776,14283.60147,0.105740688,0.001503759,0.116097052,-0.493421399,1,0.82|0.68|0.39
chr15,73882548,73923252,NB,,,2,2,0,3294.994912,3320.716198,5257.554014,3722.048007,0.631608575,0.356390977,0.370171923,0.195921912,0,
chr6,168224748,168266851,NB,,,2,0,1,3294.413091,3167.065686,20461.29122,13163.44735,0.154783276,0.001503759,0.038541358,-0.40847709,0,
chr20,43387398,43436411,NB,RIMS4|GDAP1L1|KCNK15,,2,2,0,3294.24388,4166.326604,50.96692144,29.19729498,81.7456987,0.001503759,0.83920407,3.047383973,0,0.84|0.75|0.56
chr10,125920498,125997151,NB,,,3,3,0,3292.751624,4828.027251,259.8129393,83.36092646,18.58270517,0.001503759,0.638014823,2.589995913,0,
chr3,182961948,183047351,NCC,B3GNT5,,3,0,1,3289.854334,3133.928676,5729.701772,16595.57214,0.546961919,0.470676692,0.172805122,-0.178486145,1,0.61
chr21,40568548,40683055,NB,,,2,1,1,3288.170245,3259.023663,9018.097836,4628.671292,0.361387038,0.221052632,0.264296704,0.047377121,0,
chr5,157547748,157616601,NB,,,3,3,0,3285.101271,3715.018042,439.0550252,685.282335,8.461395108,0.02406015,0.570588723,1.778770331,0,
chr5,134664398,134732427,NB,,,2,0,1,3284.884593,2621.435672,27320.39266,11645.23475,0.09595161,0.003007519,0.143604181,-0.469603457,0,
chr10,5587498,5668451,NB,,,3,2,0,3284.799089,2878.182324,13179.5911,21672.49104,0.218381762,0.001503759,0.086199419,-0.495546368,1,
chr7,158398248,158495019,NB,,,2,0,2,3284.283004,3177.142835,16894.30626,4806.127386,0.188059976,0.006015038,0.107933429,-0.2074132,0,
chr2,201973598,202027251,NB,CFLAR|CFLAR-AS1|CASP10,,6,1,3,3280.927978,2872.11959,27045.46476,35135.86692,0.106195978,0.001503759,0.21770965,-1.069085053,1,0.8|0.65|0.61
chr10,91930248,91994751,NB,,,3,1,1,3280.224524,3173.001867,617.3388134,500.7018799,5.13980621,0.669172932,0.778329063,0.911449795,0,
chr18,22067348,22163051,NB,,,5,4,0,3276.013331,4033.737364,387.7915225,1203.88578,10.40181935,0.006015038,0.702224951,1.076761272,0,
chr4,102882898,102984251,NB,,,2,2,0,3275.237892,2134.874674,4258.726393,1493.277843,0.501294161,0.412030075,0.457682463,0.112212713,0,
chr16,65104098,65159401,NB,CDH11,,2,1,0,3274.926693,3109.823424,1446.192892,13472.60932,2.150351755,0.6,0.561690524,0.630850473,1,0.74
chr9,72253398,72291301,NB,APBA1|SMC5-AS1,,2,2,0,3274.736428,2997.347489,11754.55576,5274.573194,0.254994536,0.079699248,0.242153211,0.013080391,0,0.7|0.37
chr18,12271348,12328451,NCC,TUBB6|MPPE1,,2,1,1,3272.998295,2419.19551,18577.87489,19929.63829,0.130219173,0.003007519,0.297516796,-0.738948531,1,0.76|0.43
chr2,17250198,17354051,NB,VSNL1|RAD51AP2,,4,3,0,3272.848174,3757.487691,23.42777285,7924.186137,160.386039,0.034749541,0.794203575,1.15918223,0,0.46|0.4
